name,latitude,longitude,都道府県,市区町村,住所,ポケモン,画像URL,詳細URL,manhole_no
鹿児島県/指宿市（イーブイ）,31.237194,130.642861,鹿児島県,指宿市,鹿児島県指宿市湊1丁目1-1,イーブイ,https://local.pokemon.jp/img/p/manhole/1a0d76db2fb9b2cd5857ad3ee233e054_l.png,https://local.pokemon.jp/manhole/desc/1/,1
鹿児島県/指宿市（シャワーズ）,31.228,130.653028,鹿児島県,指宿市,鹿児島県指宿市湯の浜5丁目26-29,シャワーズ,https://local.pokemon.jp/img/p/manhole/79b15b766a24880ed19bda2ec4863ab2_l.png,https://local.pokemon.jp/manhole/desc/2/,2
鹿児島県/指宿市（サンダース）,31.255278,130.647639,鹿児島県,指宿市,鹿児島県指宿市東方9300−1,サンダース,https://local.pokemon.jp/img/p/manhole/5c4e9fb2f499dee2fd8206c9a0926294_l.png,https://local.pokemon.jp/manhole/desc/3/,3
鹿児島県/指宿市（ブースター）,31.229417,130.651972,鹿児島県,指宿市,鹿児島県指宿市湯の浜5丁目25-18,ブースター,https://local.pokemon.jp/img/p/manhole/3b15f5b988170e1ac987781317e3e6c4_l.png,https://local.pokemon.jp/manhole/desc/4/,4
鹿児島県/指宿市（エーフィ）,31.238278,130.645,鹿児島県,指宿市,鹿児島県指宿市湊2丁目5-33,エーフィ,https://local.pokemon.jp/img/p/manhole/80a6b07026c38a97c89436f59e3c5cc2_l.png,https://local.pokemon.jp/manhole/desc/5/,5
鹿児島県/指宿市（ブラッキー）,31.236833,130.642188,鹿児島県,指宿市,鹿児島県指宿市十二町指宿駅,ブラッキー,https://local.pokemon.jp/img/p/manhole/2662aede3a093feb445970ca2e077f85_l.png,https://local.pokemon.jp/manhole/desc/6/,6
鹿児島県/指宿市（リーフィア）,31.263889,130.662917,鹿児島県,指宿市,鹿児島県指宿市東方11915-5,リーフィア,https://local.pokemon.jp/img/p/manhole/079877ac0df6af8da9edc55ca9a06ae8_l.png,https://local.pokemon.jp/manhole/desc/7/,7
鹿児島県/指宿市（グレイシア）,31.231056,130.644611,鹿児島県,指宿市,鹿児島県指宿市十二町2290,グレイシア,https://local.pokemon.jp/img/p/manhole/580f382c51079d1d67edbb02d23462f4_l.png,https://local.pokemon.jp/manhole/desc/8/,8
鹿児島県/指宿市（ニンフィア）,31.235444,130.641389,鹿児島県,指宿市,鹿児島県指宿市十二町2190,ニンフィア,https://local.pokemon.jp/img/p/manhole/5953fdc915091e1bfb6a059b8de5a086_l.png,https://local.pokemon.jp/manhole/desc/9/,9
岩手県/洋野町（カブト）,40.406101,141.719531,岩手県,洋野町,岩手県洋野町種市22-133-11,カブト,https://local.pokemon.jp/img/p/manhole/03c8da68d0400d4eaf0d9bf03d274f98_l.png,https://local.pokemon.jp/manhole/desc/10/,10
岩手県/久慈市（プテラ）,40.189742,141.765832,岩手県,久慈市,岩手県久慈市中町2-5-6,プテラ,https://local.pokemon.jp/img/p/manhole/ce6927c9ff939ee9cb4936e6480b8333_l.png,https://local.pokemon.jp/manhole/desc/11/,11
岩手県/野田村（イワーク）,40.082726,141.828678,岩手県,野田村,岩手県野田村大字野田第5地割,イワーク,https://local.pokemon.jp/img/p/manhole/b30c30e0cdf7b450379ca2f43faa3aac_l.png,https://local.pokemon.jp/manhole/desc/12/,12
岩手県/普代村（タテトプス）,40.002821,141.885736,岩手県,普代村,岩手県普代村9-5-3,タテトプス,https://local.pokemon.jp/img/p/manhole/20fa066c221649e42e0aaf974678c05c_l.png,https://local.pokemon.jp/manhole/desc/13/,13
岩手県/岩泉町（チゴラス）,39.86044,141.796532,岩手県,岩泉町,岩手県岩泉町岩泉字神成1-1,チゴラス,https://local.pokemon.jp/img/p/manhole/fd8ca30f4138a318860f226d8c6c99fc_l.png,https://local.pokemon.jp/manhole/desc/14/,14
岩手県/田野畑村（ノズパス）,39.916682,141.938688,岩手県,田野畑村,岩手県田野畑村松前沢1-38,ノズパス,https://local.pokemon.jp/img/p/manhole/9a02cf6fca246847485b2f0e17e2088a_l.png,https://local.pokemon.jp/manhole/desc/15/,15
岩手県/宮古市（イシツブテ）,39.639471,141.969701,岩手県,宮古市,岩手県宮古市臨港通1-20,イシツブテ,https://local.pokemon.jp/img/p/manhole/3de728b1129d289ee8a8cfdc453d1beb_l.png,https://local.pokemon.jp/manhole/desc/16/,16
岩手県/山田町（オムナイト）,39.464186,141.951043,岩手県,山田町,岩手県山田町川向町51-15,オムナイト,https://local.pokemon.jp/img/p/manhole/54a462f0357b55fb5dfcac3067901572_l.png,https://local.pokemon.jp/manhole/desc/17/,17
岩手県/大槌町（ツボツボ）,39.357255,141.90316,岩手県,大槌町,岩手県大槌町本町1-1,ツボツボ,https://local.pokemon.jp/img/p/manhole/1500f5e64d9158b2504bff2a8b9874da_l.png,https://local.pokemon.jp/manhole/desc/18/,18
岩手県/釜石市（ココドラ）,39.326865,141.887862,岩手県,釜石市,岩手県釜石市鵜住居町第16地割72-1,ココドラ,https://local.pokemon.jp/img/p/manhole/ef0d3f35693fea34981a2a6c5e14104f_l.png,https://local.pokemon.jp/manhole/desc/19/,19
岩手県/大船渡市（サイホーン）,39.085906,141.710256,岩手県,大船渡市,岩手県大船渡市盛町字町13-1,サイホーン,https://local.pokemon.jp/img/p/manhole/f7c29ccbcee1c86abe67c6c5df162231_l.png,https://local.pokemon.jp/manhole/desc/20/,20
岩手県/陸前高田市（イワンコ）,39.01675,141.628694,岩手県,陸前高田市,岩手県陸前高田市高田町字馬場前89-1,イワンコ,https://local.pokemon.jp/img/p/manhole/b48f36c2ea4948e57d737a055d5fe47d_l.png,https://local.pokemon.jp/manhole/desc/21/,21
岩手県/住田町（ヨーギラス）,39.242903,141.68432,岩手県,住田町,岩手県住田町上有住字土倉298-81,ヨーギラス,https://local.pokemon.jp/img/p/manhole/83d5c100e0ee6372bd16490dbc67fa5d_l.png,https://local.pokemon.jp/manhole/desc/22/,22
神奈川県/横浜市（ピカチュウ）,35.451167,139.631501,神奈川県,横浜市,神奈川県横浜市中区桜木町1-1,ピカチュウ,https://local.pokemon.jp/img/p/manhole/dd60987af1dda49a37486a2cbcb4d407_l.png,https://local.pokemon.jp/manhole/desc/23/,23
香川県/高松市（ヤドン）,34.338888,134.049052,香川県,高松市,香川県高松市南新町8-30地先,ヤドン,https://local.pokemon.jp/img/p/manhole/3f8606c250a83239f508571b1484d584_l.png,https://local.pokemon.jp/manhole/desc/28/,28
香川県/丸亀市（ヤドン ）,34.292014,133.793951,香川県,丸亀市,香川県丸亀市浜町109-4,ヤドン ,https://local.pokemon.jp/img/p/manhole/80456987ca2775b7af3dffce1efbf964_l.png,https://local.pokemon.jp/manhole/desc/29/,29
香川県/坂出市（ヤドン）,34.312992,133.856292,香川県,坂出市,香川県坂出市駒止町1丁目4,ヤドン,https://local.pokemon.jp/img/p/manhole/c76924a522f5f4c6be3f7495f67175a3_l.png,https://local.pokemon.jp/manhole/desc/30/,30
香川県/善通寺市（ヤドン・ヤドラン）,34.22531,133.7773,香川県,善通寺市,香川県善通寺市善通寺町二丁目2,ヤドン・ヤドラン,https://local.pokemon.jp/img/p/manhole/c119928b9d5eaad8001359861af7ccad_l.png,https://local.pokemon.jp/manhole/desc/31/,31
香川県/観音寺市（ヤドン・ヤドキング）,34.125275,133.655211,香川県,観音寺市,香川県観音寺市観音寺町甲1234-4,ヤドン・ヤドキング,https://local.pokemon.jp/img/p/manhole/30dbde7fe8d7f8d0cae358eecebfe44b_l.png,https://local.pokemon.jp/manhole/desc/32/,32
香川県/さぬき市（ヤドン・ピッピ）,34.321305,134.173241,香川県,さぬき市,香川県さぬき市志度670-10,ヤドン・ピッピ,https://local.pokemon.jp/img/p/manhole/2f6edaf36ce1857f7f8942cf0bac2b2c_l.png,https://local.pokemon.jp/manhole/desc/33/,33
香川県/東かがわ市（ヤドン）,34.251174,134.333457,香川県,東かがわ市,香川県東かがわ市三本松1172-1,ヤドン,https://local.pokemon.jp/img/p/manhole/55cd911fc9c25e0e8012891daa24946c_l.png,https://local.pokemon.jp/manhole/desc/34/,34
香川県/三豊市（ヤドン・シェルダー）,34.2687992,133.6322219,香川県,三豊市,香川県三豊市詫間町粟島1541地先,ヤドン・シェルダー,https://local.pokemon.jp/img/p/manhole/b28655a215e13414ed57362a65800eef_l.png,https://local.pokemon.jp/manhole/desc/35/,35
香川県/土庄町（ヤドン・メタモン）,34.482694,134.187512,香川県,土庄町,香川県土庄町甲222-1,ヤドン・メタモン,https://local.pokemon.jp/img/p/manhole/4ce0a7a8695de3b57c977499c004ae68_l.png,https://local.pokemon.jp/manhole/desc/36/,36
香川県/小豆島町（ヤドン）,34.4708542,134.2358695,香川県,小豆島町,香川県小豆島町室生2084-1,ヤドン,https://local.pokemon.jp/img/p/manhole/e898687780632f41f88293185dc187f9_l.png,https://local.pokemon.jp/manhole/desc/37/,37
香川県/三木町（ヤドン）,34.268586,134.134567,香川県,三木町,香川県三木町大字氷上310,ヤドン,https://local.pokemon.jp/img/p/manhole/5b76f33d2939d085b7b8877e4843b710_l.png,https://local.pokemon.jp/manhole/desc/38/,38
香川県/直島町（ヤドン・コイキング）,34.455827,133.975492,香川県,直島町,香川県直島町2249番地55,ヤドン・コイキング,https://local.pokemon.jp/img/p/manhole/a110919f47d4cf2b904ebc498d449df2_l.png,https://local.pokemon.jp/manhole/desc/39/,39
香川県/綾川町（ヤドン）,34.250399,133.917073,香川県,綾川町,香川県綾川町滝宮1589-2,ヤドン,https://local.pokemon.jp/img/p/manhole/97364ac57cfec00bae3532e5b86993e1_l.png,https://local.pokemon.jp/manhole/desc/40/,40
香川県/琴平町（ヤドン）,34.187735,133.819896,香川県,琴平町,香川県琴平町723-2,ヤドン,https://local.pokemon.jp/img/p/manhole/a657921a86223c0d151c52658fad232b_l.png,https://local.pokemon.jp/manhole/desc/41/,41
香川県/多度津町（ヤドン）,34.272282,133.757247,香川県,多度津町,香川県多度津町栄町3-3,ヤドン,https://local.pokemon.jp/img/p/manhole/2eeafabec505047777390acd55805848_l.png,https://local.pokemon.jp/manhole/desc/42/,42
香川県/まんのう町（ヤドン）,34.173339,133.871387,香川県,まんのう町,香川県まんのう町吉野4314-1,ヤドン,https://local.pokemon.jp/img/p/manhole/f7183a39726aa627e14ad95fbeaf881f_l.png,https://local.pokemon.jp/manhole/desc/43/,43
宮城県/気仙沼市（ラプラス・イシツブテ）,38.905694,141.574667,宮城県,気仙沼市,宮城県気仙沼市南町海岸1-14,ラプラス・イシツブテ,https://local.pokemon.jp/img/p/manhole/196cb20d603ee6eae87932a61344e7e3_l.png,https://local.pokemon.jp/manhole/desc/44/,44
宮城県/南三陸町（ラプラス・オクタン）,38.717061,141.52115,宮城県,南三陸町,宮城県南三陸町歌津字伊里前96-1,ラプラス・オクタン,https://local.pokemon.jp/img/p/manhole/21dc0ec65a1eb468c86d336ad90ea120_l.png,https://local.pokemon.jp/manhole/desc/45/,45
宮城県/女川町（ラプラス・キャモメ）,38.445695,141.44623,宮城県,女川町,宮城県女川町女川2-65,ラプラス・キャモメ,https://local.pokemon.jp/img/p/manhole/bba07094c6513abf7611f18f842b4c11_l.png,https://local.pokemon.jp/manhole/desc/46/,46
宮城県/石巻市（ラプラス・ニャース・ニャビー・エネコ・ニャルマー）,38.433844,141.303041,宮城県,石巻市,宮城県石巻市穀町14番1号,ラプラス・ニャース・ニャビー・エネコ・ニャルマー,https://local.pokemon.jp/img/p/manhole/a6ba2f448a32de55a112c963c72589aa_l.png,https://local.pokemon.jp/manhole/desc/47/,47
宮城県/東松島市（ラプラス・ラティオス）,38.379414,141.15671,宮城県,東松島市,宮城県東松島市野蒜ケ丘一丁目15-1,ラプラス・ラティオス,https://local.pokemon.jp/img/p/manhole/c90a0f605f37f87cfefb496c80e8a0dc_l.png,https://local.pokemon.jp/manhole/desc/48/,48
宮城県/松島町（ラプラス）,38.368987,141.061207,宮城県,松島町,宮城県松島町松島字浪打浜地内,ラプラス,https://local.pokemon.jp/img/p/manhole/21ee5b603bbc503949a5160aac6211c9_l.png,https://local.pokemon.jp/manhole/desc/49/,49
宮城県/塩竈市（ラプラス・プラスル）,38.318226,141.023075,宮城県,塩竈市,宮城県塩竈市海岸通200-15,ラプラス・プラスル,https://local.pokemon.jp/img/p/manhole/879f9a0774db8f5a92918b55779f41de_l.png,https://local.pokemon.jp/manhole/desc/50/,50
宮城県/利府町（ラプラス・マイナン）,38.329512,140.975248,宮城県,利府町,宮城県利府町利府字新並松4,ラプラス・マイナン,https://local.pokemon.jp/img/p/manhole/c696ccb7c089d73174b41ab9fca770c8_l.png,https://local.pokemon.jp/manhole/desc/51/,51
宮城県/七ヶ浜町（ラプラス・メタモン・ヒトデマン）,38.304315,141.083342,宮城県,七ヶ浜町,宮城県七ヶ浜町花渕浜字館下184,ラプラス・メタモン・ヒトデマン,https://local.pokemon.jp/img/p/manhole/75e862975740feba88601a636fc95395_l.png,https://local.pokemon.jp/manhole/desc/52/,52
宮城県/多賀城市（ラプラス・タッツー）,38.291943,141.007158,宮城県,多賀城市,宮城県多賀城市中央2丁目7番地,ラプラス・タッツー,https://local.pokemon.jp/img/p/manhole/cf7ba94b9548c4c34a1904f0a45ffd48_l.png,https://local.pokemon.jp/manhole/desc/53/,53
宮城県/仙台市（ラプラス・ジラーチ）,38.258587,140.872666,宮城県,仙台市,宮城県仙台市青葉区一番町二丁目6-5,ラプラス・ジラーチ,https://local.pokemon.jp/img/p/manhole/6e116f60e1990858c1709d0ad7168ed0_l.png,https://local.pokemon.jp/manhole/desc/54/,54
宮城県/名取市（ラプラス）,38.17213,140.954044,宮城県,名取市,宮城県名取市閖上東二丁目13‐2,ラプラス,https://local.pokemon.jp/img/p/manhole/b66498501b206eb2ec6a710f114c44bd_l.png,https://local.pokemon.jp/manhole/desc/55/,55
宮城県/岩沼市（ラプラス・トゲピー）,38.105296,140.866325,宮城県,岩沼市,宮城県岩沼市中央1丁目2-13,ラプラス・トゲピー,https://local.pokemon.jp/img/p/manhole/122c918889a88df0101103652da66ffc_l.png,https://local.pokemon.jp/manhole/desc/56/,56
宮城県/亘理町（ラプラス・チルット・ムックル・スバメ・マメパト）,38.04217,140.915724,宮城県,亘理町,宮城県亘理町荒浜字隈崎9-2,ラプラス・チルット・ムックル・スバメ・マメパト,https://local.pokemon.jp/img/p/manhole/31b568509d0a74bdd6d418b9107da7ea_l.png,https://local.pokemon.jp/manhole/desc/57/,57
宮城県/山元町（ラプラス・ラッキー）,37.923988,140.900996,宮城県,山元町,宮城県山元町坂元字町東31-10,ラプラス・ラッキー,https://local.pokemon.jp/img/p/manhole/da648e1b955aa58ff9d29764c3b14098_l.png,https://local.pokemon.jp/manhole/desc/58/,58
北海道/石狩市（ロコン・ナエトル）,43.585848,141.423898,北海道,石狩市,北海道石狩市浜益区実田254-4,ロコン・ナエトル,https://local.pokemon.jp/img/p/manhole/9a5bcd8fc9acb25f4bd0f7ad5ed029ee_l.png,https://local.pokemon.jp/manhole/desc/59/,59
北海道/恵庭市（ロコン）,42.897132,141.585789,北海道,恵庭市,北海道恵庭市南島松817-18,ロコン,https://local.pokemon.jp/img/p/manhole/0ade724150fd22b8e25d72508fdfbc91_l.png,https://local.pokemon.jp/manhole/desc/60/,60
北海道/洞爺湖町（ロコン・ウリムー）,42.566111,140.819072,北海道,洞爺湖町,北海道洞爺湖町洞爺湖温泉224,ロコン・ウリムー,https://local.pokemon.jp/img/p/manhole/c9b1ca1743f22f22ec0cc61d901b5dad_l.png,https://local.pokemon.jp/manhole/desc/61/,61
北海道/森町（マーイーカ）,42.108855,140.572941,北海道,森町,北海道森町本町6-22,マーイーカ,https://local.pokemon.jp/img/p/manhole/7304ef666e025271c5f04399faf2bc07_l.png,https://local.pokemon.jp/manhole/desc/62/,62
北海道/上ノ国町（ロコン・ヒコザル）,41.808398,140.095409,北海道,上ノ国町,北海道上ノ国町字原歌3番地,ロコン・ヒコザル,https://local.pokemon.jp/img/p/manhole/835ef4993bfa0a192e0f0fe4a51c13a3_l.png,https://local.pokemon.jp/manhole/desc/63/,63
北海道/士別市（ロコン・メリープ）,44.175974,142.392417,北海道,士別市,北海道士別市大通東5丁目,ロコン・メリープ,https://local.pokemon.jp/img/p/manhole/c5ca9b484bde47acd0cd18e4c115eb74_l.png,https://local.pokemon.jp/manhole/desc/64/,64
北海道/比布町（ポッチャマ）,43.875033,142.471699,北海道,比布町,北海道比布町西町2丁目6番1号,ポッチャマ,https://local.pokemon.jp/img/p/manhole/f5e2dff8844d9a78c1baca3405a0737b_l.png,https://local.pokemon.jp/manhole/desc/65/,65
北海道/天塩町（ロコン）,44.88452,141.74797,北海道,天塩町,北海道天塩町新開通4丁目7227番地2,ロコン,https://local.pokemon.jp/img/p/manhole/ad2274e40919a0301047f6e809a040fd_l.png,https://local.pokemon.jp/manhole/desc/66/,66
北海道/稚内市,45.417236,141.677095,北海道,稚内市,北海道稚内市中央3-5,,https://local.pokemon.jp/img/p/manhole/92f6a149a9614bf12a606d2c691f4def_l.png,https://local.pokemon.jp/manhole/desc/67/,67
北海道/豊富町（ミルタンク）,45.103245,141.778643,北海道,豊富町,北海道豊富町東1条6丁目,ミルタンク,https://local.pokemon.jp/img/p/manhole/d4e4eb2b9d3e88657aec298b6778c90d_l.png,https://local.pokemon.jp/manhole/desc/68/,68
北海道/紋別市（タマザラシ）,44.334641,143.372211,北海道,紋別市,北海道紋別市海洋公園,タマザラシ,https://local.pokemon.jp/img/p/manhole/708b89a16446446c4f4b67b89afb40b2_l.png,https://local.pokemon.jp/manhole/desc/69/,69
北海道/遠軽町（ユキメノコ）,44.021878,143.497131,北海道,遠軽町,北海道遠軽町野上150番地,ユキメノコ,https://local.pokemon.jp/img/p/manhole/ea59f21d2187fb600591f5b4843bf63d_l.png,https://local.pokemon.jp/manhole/desc/70/,70
北海道/大空町（ロコン・ムクホーク）,43.915555,144.17137,北海道,大空町,北海道大空町女満別本通1丁目,ロコン・ムクホーク,https://local.pokemon.jp/img/p/manhole/fdf28d6a85b570757b1a6a6045c05ace_l.png,https://local.pokemon.jp/manhole/desc/71/,71
北海道/新得町（ヒメグマ）,43.082684,142.832927,北海道,新得町,北海道新得町本通北1丁目,ヒメグマ,https://local.pokemon.jp/img/p/manhole/0ae31f4e9e07a44469e899c4f8a7c0d1_l.png,https://local.pokemon.jp/manhole/desc/72/,72
北海道/足寄町（ユクシー・エムリット・アグノム）,43.244229,143.546753,北海道,足寄町,北海道足寄町北1条1丁目1,ユクシー・エムリット・アグノム,https://local.pokemon.jp/img/p/manhole/18709c0795ab510b4759d0a7d51bd645_l.png,https://local.pokemon.jp/manhole/desc/73/,73
鳥取県/鳥取市（サンド・ミミロル）,35.539668,134.237266,鳥取県,鳥取市,鳥取県鳥取市福部町湯山2083-17地先,サンド・ミミロル,https://local.pokemon.jp/img/p/manhole/ff3da633c56590b1692d2cc729807dd8_l.png,https://local.pokemon.jp/manhole/desc/74/,74
鳥取県/米子市（サンド・カモネギ・スワンナ）,35.456258,133.361525,鳥取県,米子市,鳥取県米子市皆生温泉3丁目1番1号,サンド・カモネギ・スワンナ,https://local.pokemon.jp/img/p/manhole/d41137bea205741d5a7f4cb7e5646494_l.png,https://local.pokemon.jp/manhole/desc/75/,75
鳥取県/倉吉市（サンド）,35.454272,133.850116,鳥取県,倉吉市,鳥取県倉吉市上井195,サンド,https://local.pokemon.jp/img/p/manhole/5eab25e1ec94bbda4e016964c1e4c0c2_l.png,https://local.pokemon.jp/manhole/desc/76/,76
鳥取県/境港市（サンド・クラブ）,35.521481,133.258356,鳥取県,境港市,鳥取県境港市竹内団地252-2,サンド・クラブ,https://local.pokemon.jp/img/p/manhole/f6da3dcbdb1a5e3805efeae1aed62a31_l.png,https://local.pokemon.jp/manhole/desc/77/,77
鳥取県/岩美町（サンド・ネイティオ）,35.590938,134.321556,鳥取県,岩美町,鳥取県岩美町浦富2475-17,サンド・ネイティオ,https://local.pokemon.jp/img/p/manhole/abf9db7af4414278a820045649dd91b9_l.png,https://local.pokemon.jp/manhole/desc/78/,78
鳥取県/若桜町（ユキカブリ）,35.343951,134.400345,鳥取県,若桜町,鳥取県若桜町若桜983-2,ユキカブリ,https://local.pokemon.jp/img/p/manhole/89266fc70148e3988d2505b8bebec5e7_l.png,https://local.pokemon.jp/manhole/desc/79/,79
鳥取県/三朝町（サンド・ケロマツ）,35.409324,133.894397,鳥取県,三朝町,鳥取県三朝町三朝783,サンド・ケロマツ,https://local.pokemon.jp/img/p/manhole/fa7745d9d2cf27532ece0df7ae94cdef_l.png,https://local.pokemon.jp/manhole/desc/80/,80
鳥取県/湯梨浜町（サンド・シェルダー）,35.478166,133.88401,鳥取県,湯梨浜町,鳥取県湯梨浜町はわい温泉3-13,サンド・シェルダー,https://local.pokemon.jp/img/p/manhole/97b31d2afb1854865151081ffff89c13_l.png,https://local.pokemon.jp/manhole/desc/81/,81
鳥取県/琴浦町（サンド）,35.506942,133.661612,鳥取県,琴浦町,鳥取県琴浦町別所270-4,サンド,https://local.pokemon.jp/img/p/manhole/b895c47d2aa420b0ee4f6de752d0b52b_l.png,https://local.pokemon.jp/manhole/desc/82/,82
鳥取県/大山町（ヒトモシ）,35.504584,133.502093,鳥取県,大山町,鳥取県大山町名和951-6,ヒトモシ,https://local.pokemon.jp/img/p/manhole/9dbcf5bd5c6c3fe0923fbe26eb38b5fd_l.png,https://local.pokemon.jp/manhole/desc/83/,83
鳥取県/南部町（サンド・ナックラー）,35.347474,133.423398,鳥取県,南部町,鳥取県南部町鶴田110,サンド・ナックラー,https://local.pokemon.jp/img/p/manhole/d3e1aa315a234beed33b5fdf0e57273f_l.png,https://local.pokemon.jp/manhole/desc/84/,84
鳥取県/伯耆町（サンド・オニゴーリ）,35.383395,133.458512,鳥取県,伯耆町,鳥取県伯耆町大原997-12,サンド・オニゴーリ,https://local.pokemon.jp/img/p/manhole/c2c30a5636c8110a39aa6c37a46833a9_l.png,https://local.pokemon.jp/manhole/desc/85/,85
鳥取県/日南町（サンド・バルビート・イルミーゼ）,35.170524,133.31094,鳥取県,日南町,鳥取県日南町生山354番地2,サンド・バルビート・イルミーゼ,https://local.pokemon.jp/img/p/manhole/93d997a517ea711ef84cf02652df9b5d_l.png,https://local.pokemon.jp/manhole/desc/86/,86
鳥取県/日野町（サンド・チルット）,35.24192,133.441049,鳥取県,日野町,鳥取県日野町根雨170番地1,サンド・チルット,https://local.pokemon.jp/img/p/manhole/699a59ecb60c1f784eb89c546316a66c_l.png,https://local.pokemon.jp/manhole/desc/87/,87
福島県/新地町（ラッキー・オドシシ）,37.878748,140.925027,福島県,新地町,福島県新地町駅前1丁目3番地,ラッキー・オドシシ,https://local.pokemon.jp/img/p/manhole/3551920549897ca17bd2d417b3461b56_l.png,https://local.pokemon.jp/manhole/desc/88/,88
福島県/相馬市（ラッキー・ポニータ）,37.827708,140.963244,福島県,相馬市,福島県相馬市尾浜字寺前111-1,ラッキー・ポニータ,https://local.pokemon.jp/img/p/manhole/4b56f3842cbe9066c7d01f0c9df96c92_l.png,https://local.pokemon.jp/manhole/desc/89/,89
福島県/南相馬市（ラッキー・ギャロップ）,37.63577,140.983041,福島県,南相馬市,福島県南相馬市原町区高見町2-30-1,ラッキー・ギャロップ,https://local.pokemon.jp/img/p/manhole/438cf3fd7fda58f2fb64fe9a8cae6d5f_l.png,https://local.pokemon.jp/manhole/desc/90/,90
福島県/浪江町（ラッキー）,37.496395,141.000919,福島県,浪江町,福島県浪江町大字幾世橋字知命寺60（道の駅なみえ敷地内）,ラッキー,https://local.pokemon.jp/img/p/manhole/e0030b2398b3c23c69eeb288202d02bb_l.png,https://local.pokemon.jp/manhole/desc/91/,91
福島県/楢葉町（ラッキー・ラビフット）,37.2501442,140.9975789,福島県,楢葉町,福島県楢葉町大字山田岡字大堤入22-1,ラッキー・ラビフット,https://local.pokemon.jp/img/p/manhole/912960b2605434d5780a92ab51dd92b9_l.png,https://local.pokemon.jp/manhole/desc/92/,92
福島県/いわき市（ラッキー・キレイハナ）,37.1073084,140.9932743,福島県,いわき市,福島県いわき市四倉町字5-218-1,ラッキー・キレイハナ,https://local.pokemon.jp/img/p/manhole/8f4823eaabb4acedd31afc1be79c0bd8_l.png,https://local.pokemon.jp/manhole/desc/93/,93
福島県/川俣町（ラッキー・カラサリス・マユルド）,37.667671,140.57675,福島県,川俣町,福島県川俣町大字鶴沢字東13-1,ラッキー・カラサリス・マユルド,https://local.pokemon.jp/img/p/manhole/b65e0102732f5ec6a2473bd0372bb6c3_l.png,https://local.pokemon.jp/manhole/desc/94/,94
福島県/田村市（ラッキー・ヘラクロス）,37.344423,140.674289,福島県,田村市,福島県田村市滝根町菅谷字東釜山1,ラッキー・ヘラクロス,https://local.pokemon.jp/img/p/manhole/482de2cc901ee6970a9196ef63fcc05b_l.png,https://local.pokemon.jp/manhole/desc/95/,95
福島県/川内村（ラッキー・ヨワシ・サシカマス）,37.329458,140.82162,福島県,川内村,福島県川内村大字下川内字宮ノ下25-1,ラッキー・ヨワシ・サシカマス,https://local.pokemon.jp/img/p/manhole/c846e8317054bcfad601d9de4ed1bddb_l.png,https://local.pokemon.jp/manhole/desc/96/,96
香川県/宇多津町（ヌオー）,34.3134259,133.8075257,香川県,宇多津町,香川県宇多津町浜一番丁4番地,ヌオー,https://local.pokemon.jp/img/p/manhole/46149907aafef8ebbb532d3adedfc0a6_l.png,https://local.pokemon.jp/manhole/desc/97/,97
東京都/町田市（フシギダネ）,35.548108,139.45034,東京都,町田市,東京都町田市原町田5-16,フシギダネ,https://local.pokemon.jp/img/p/manhole/4c77c6c7e731ed37ef071ab402d5c1bd_l.png,https://local.pokemon.jp/manhole/desc/98/,98
東京都/町田市（ヒトカゲ）,35.548171,139.4513,東京都,町田市,東京都町田市原町田5-16,ヒトカゲ,https://local.pokemon.jp/img/p/manhole/5a62f4b93b6a63de11a8f9ff794e48ca_l.png,https://local.pokemon.jp/manhole/desc/99/,99
東京都/町田市（ゼニガメ）,35.545302,139.45501,東京都,町田市,東京都町田市原町田5-16,ゼニガメ,https://local.pokemon.jp/img/p/manhole/6f89f0fea8421c663d939f07d9d3e170_l.png,https://local.pokemon.jp/manhole/desc/100/,100
東京都/町田市（ナゾノクサ・ビードル・キャタピー）,35.546111,139.45436,東京都,町田市,東京都町田市原町田5-16,ナゾノクサ・ビードル・キャタピー,https://local.pokemon.jp/img/p/manhole/f440e59f4dc8e8eb3d6dbc063c121101_l.png,https://local.pokemon.jp/manhole/desc/101/,101
東京都/町田市（ポッポ・コラッタ）,35.545645,139.45488,東京都,町田市,東京都町田市原町田5-16,ポッポ・コラッタ,https://local.pokemon.jp/img/p/manhole/0a991953b4543cb86f11bc3581aae7d1_l.png,https://local.pokemon.jp/manhole/desc/102/,102
東京都/町田市（ニョロモ）,35.546713,139.45398,東京都,町田市,東京都町田市原町田5-16,ニョロモ,https://local.pokemon.jp/img/p/manhole/5ad8fe31b6a39f7b0d1dcbc4d366b54b_l.png,https://local.pokemon.jp/manhole/desc/103/,103
滋賀県/大津市（ギャラドス）,35.0102,135.8699,滋賀県,大津市,滋賀県大津市島の関14,ギャラドス,https://local.pokemon.jp/img/p/manhole/e70ea99b7ee9eedea0e19e6cebe5d895_l.png,https://local.pokemon.jp/manhole/desc/104/,104
滋賀県/大津市（ギャラドス）,34.9981,135.8946,滋賀県,大津市,滋賀県大津市由美浜,ギャラドス,https://local.pokemon.jp/img/p/manhole/d457b0b0d22eb88c9ef87d755c435ee0_l.png,https://local.pokemon.jp/manhole/desc/105/,105
