name,latitude,longitude,都道府県,市区町村,住所,ポケモン,画像URL,詳細URL,manhole_no
東京都/稲城市（ピカチュウ・イーブイ）,35.62637,139.521513,東京都,稲城市,東京都ポケパーク カントー敷地内（東京都稲城市矢野口4015-1 よみうりランド遊園地内）,ピカチュウ・イーブイ,https://local.pokemon.jp/img/p/manhole/174a9314ce4371b180c70d3f43232c4e_l.png,https://local.pokemon.jp/manhole/desc/448/,448
高知県/高知市（ヌオー・トサキント）,33.56701662,133.5431367,高知県,高知市,高知県高知市北本町2-10-17,ヌオー・トサキント,https://local.pokemon.jp/img/p/manhole/135ebfca7dbcfd5ee42f882ac1a40c00_l.png,https://local.pokemon.jp/manhole/desc/449/,449
高知県/土佐清水市（ヌオー・カラナクシ）,32.791142,132.862367,高知県,土佐清水市,高知県土佐清水市三崎4032,ヌオー・カラナクシ,https://local.pokemon.jp/img/p/manhole/7132cbb8ec49ce09caf657bdcd671cb7_l.png,https://local.pokemon.jp/manhole/desc/450/,450
高知県/安田町（ヌオー・メタモン）,33.47986,133.99983,高知県,安田町,高知県安田町大字正弘566番地,ヌオー・メタモン,https://local.pokemon.jp/img/p/manhole/da28cb8d917d2b68003b00b5e3e7af47_l.png,https://local.pokemon.jp/manhole/desc/451/,451
高知県/本山町（ヌオー・アメタマ・アメモース）,33.75877,133.59448,高知県,本山町,高知県本山町本山2133-1,ヌオー・アメタマ・アメモース,https://local.pokemon.jp/img/p/manhole/e877c3d67547cbef003359f4e595c2ed_l.png,https://local.pokemon.jp/manhole/desc/452/,452
高知県/仁淀川町（ヌオー・メッソン）,33.561104,133.129433,高知県,仁淀川町,高知県仁淀川町名野川456,ヌオー・メッソン,https://local.pokemon.jp/img/p/manhole/3dda90802522e2534fe7342352ec6681_l.png,https://local.pokemon.jp/manhole/desc/453/,453
福島県/須賀川市（ラッキー・マフォクシー）,37.291536,140.382947,福島県,須賀川市,福島県須賀川市愛宕山5,ラッキー・マフォクシー,https://local.pokemon.jp/img/p/manhole/31610e9bff9bfc8fdc64683e1e1bc75f_l.png,https://local.pokemon.jp/manhole/desc/454/,454
福島県/天栄村（ラッキー・イエッサン）,37.243406,140.243722,福島県,天栄村,福島県天栄村大字大里字天房41-2,ラッキー・イエッサン,https://local.pokemon.jp/img/p/manhole/fc5fefcde24d0eaf98672ed0dc0e7abd_l.png,https://local.pokemon.jp/manhole/desc/455/,455
福島県/下郷町（ラッキー・ハリマロン・カモネギ・チリーン）,37.203534,139.916146,福島県,下郷町,福島県下郷町大字南倉沢字木賊844番地188,ラッキー・ハリマロン・カモネギ・チリーン,https://local.pokemon.jp/img/p/manhole/5d9b7729ce8952e05c6fdedcbf82dcce_l.png,https://local.pokemon.jp/manhole/desc/456/,456
福島県/西会津町（ラッキー・マシェード・ピクシー）,37.585568,139.642677,福島県,西会津町,福島県西会津町野沢字下條乙1969-26,ラッキー・マシェード・ピクシー,https://local.pokemon.jp/img/p/manhole/e7dc3b5a9cbd1d327172ad540f6c6b08_l.png,https://local.pokemon.jp/manhole/desc/457/,457
福島県/泉崎村（ラッキー・ヤジロン・アオガラス）,37.157384,140.314605,福島県,泉崎村,福島県泉崎村泉崎笹立山12-7,ラッキー・ヤジロン・アオガラス,https://local.pokemon.jp/img/p/manhole/24d020c935a2ad0492a860df592cb9f2_l.png,https://local.pokemon.jp/manhole/desc/458/,458
福島県/鮫川村（ラッキー・サメハダー・フカマル）,37.040242,140.50677,福島県,鮫川村,福島県鮫川村大字赤阪中野字巡ヶ作116番地,ラッキー・サメハダー・フカマル,https://local.pokemon.jp/img/p/manhole/b530a464344989e265f4a1013337ab42_l.png,https://local.pokemon.jp/manhole/desc/459/,459
福島県/浅川町（ラッキー・ピンプク・バオップ）,37.0802942,140.4146001,福島県,浅川町,福島県浅川町本町西裏（JR磐城浅川駅前広場）,ラッキー・ピンプク・バオップ,https://local.pokemon.jp/img/p/manhole/e2e9702c4eaa677732ff81abb89aa1c7_l.png,https://local.pokemon.jp/manhole/desc/460/,460
福島県/小野町（ラッキー・ゴチミル・ブリムオン）,37.279216,140.633912,福島県,小野町,福島県小野町大字小野新町字中通2,ラッキー・ゴチミル・ブリムオン,https://local.pokemon.jp/img/p/manhole/8c6ff25fd14baba503e78e26654edac2_l.png,https://local.pokemon.jp/manhole/desc/461/,461
福島県/大熊町（ラッキー・ヒメグマ・キテルグマ・ヌイコグマ）,37.4099576,140.983206,福島県,大熊町,福島県大熊町下野上大野116-5,ラッキー・ヒメグマ・キテルグマ・ヌイコグマ,https://local.pokemon.jp/img/p/manhole/80d89bd52e1edb0d93f1a0cdc06d4757_l.png,https://local.pokemon.jp/manhole/desc/462/,462
岩手県/奥州市（イシツブテ・ガブリアス・カジッチュ）,39.138288,141.137353,岩手県,奥州市,岩手県奥州市水沢西町1番1号,イシツブテ・ガブリアス・カジッチュ,https://local.pokemon.jp/img/p/manhole/d769d590f73bfec332de82f0a5dd7d06_l.png,https://local.pokemon.jp/manhole/desc/463/,463
岩手県/雫石町（イシツブテ・イワンコ・ウールー）,39.706964,140.874287,岩手県,雫石町,岩手県雫石町橋場坂本118-10,イシツブテ・イワンコ・ウールー,https://local.pokemon.jp/img/p/manhole/05aa91a5c54fced8bdf19152189ccd66_l.png,https://local.pokemon.jp/manhole/desc/464/,464
岩手県/矢巾町（イシツブテ・キマワリ）,39.6135292,141.1498184,岩手県,矢巾町,岩手県矢巾町駅東1丁目55,イシツブテ・キマワリ,https://local.pokemon.jp/img/p/manhole/28333d9283ea549934e01301b4fe5b97_l.png,https://local.pokemon.jp/manhole/desc/465/,465
岩手県/金ヶ崎町（ブロロン・メルタン）,39.200006,141.112971,岩手県,金ヶ崎町,岩手県金ケ崎町西根伊勢分25番地7,ブロロン・メルタン,https://local.pokemon.jp/img/p/manhole/bc9b6ce686085c3e074bd69dc23dee60_l.png,https://local.pokemon.jp/manhole/desc/466/,466
岩手県/盛岡市（イシツブテ・イワンコ・ルガルガン）,39.694005,141.128421,岩手県,盛岡市,岩手県盛岡市本宮字蛇屋敷地内,イシツブテ・イワンコ・ルガルガン,https://local.pokemon.jp/img/p/manhole/950280bab6a52375f60a30456007e6e9_l.png,https://local.pokemon.jp/manhole/desc/467/,467
石川県/七尾市（ニョロトノ・ギャラドス・ニョロモ）,37.087801,136.923564,石川県,七尾市,石川県七尾市和倉町ひばり1丁目1番地,ニョロトノ・ギャラドス・ニョロモ,https://local.pokemon.jp/img/p/manhole/f1da1d7cec53987ff936da3fbd11f18f_l.png,https://local.pokemon.jp/manhole/desc/468/,468
石川県/輪島市（ダルマッカ・ゲッコウガ）,37.389147,136.906156,石川県,輪島市,石川県輪島市河井町20-1-131,ダルマッカ・ゲッコウガ,https://local.pokemon.jp/img/p/manhole/5bde37f1ca046581e26582ecfca9bdcd_l.png,https://local.pokemon.jp/manhole/desc/469/,469
石川県/珠洲市（ラブカス・ニンフィア）,37.39454,137.240367,石川県,珠洲市,石川県珠洲市宝立町鵜島二47-1,ラブカス・ニンフィア,https://local.pokemon.jp/img/p/manhole/13e5c3a4028ded1bfa96f4b816bfe631_l.png,https://local.pokemon.jp/manhole/desc/470/,470
石川県/志賀町（カイデン・サクラビス）,37.139152,136.724847,石川県,志賀町,石川県志賀町富来領家町,カイデン・サクラビス,https://local.pokemon.jp/img/p/manhole/5a893a52dcdef186d0629ca2c52a7546_l.png,https://local.pokemon.jp/manhole/desc/471/,471
石川県/穴水町（カビゴン・プラスル・マイナン）,37.228298,136.905007,石川県,穴水町,石川県穴水町字大町ト33,カビゴン・プラスル・マイナン,https://local.pokemon.jp/img/p/manhole/87a3fd9365e386e00d23128242ee50b4_l.png,https://local.pokemon.jp/manhole/desc/472/,472
石川県/能登町（ロゼリア・ハスボー）,37.333975,137.138718,石川県,能登町,石川県能登町字上町ロ部1-1,ロゼリア・ハスボー,https://local.pokemon.jp/img/p/manhole/e839dd22163b193f2e7d8c3db59ee6ec_l.png,https://local.pokemon.jp/manhole/desc/473/,473
宮城県/仙台市（ラプラス・チョンチー・ホエルコ・ウミディグダ）,38.182602,140.956528,宮城県,仙台市,宮城県仙台市若林区藤塚地内　海岸公園（藤塚地区）,ラプラス・チョンチー・ホエルコ・ウミディグダ,https://local.pokemon.jp/img/p/manhole/0dfe96c54ef7f6271d17c9ea3fb43e65_l.png,https://local.pokemon.jp/manhole/desc/474/,474
石川県/輪島市（タツベイ・ボーマンダ）,37.295752,136.957244,石川県,輪島市,石川県輪島市・のと里山空港敷地内（輪島市三井町洲衛10-11-1）,タツベイ・ボーマンダ,https://local.pokemon.jp/img/p/manhole/ebbdbee7f35498be1af93b5dc2f8e6c2_l.png,https://local.pokemon.jp/manhole/desc/475/,475
長崎県/諫早市（デンリュウ・メタグロス）,32.851951,130.042015,長崎県,諫早市,長崎県諫早市永昌東町2,デンリュウ・メタグロス,https://local.pokemon.jp/img/p/manhole/9ad3148fd75c57b00c5e66503d73af38_l.png,https://local.pokemon.jp/manhole/desc/476/,476
長崎県/対馬市（デンリュウ・レパルダス・キノガッサ）,34.202685,129.289139,長崎県,対馬市,長崎県対馬市厳原町今屋敷672-1,デンリュウ・レパルダス・キノガッサ,https://local.pokemon.jp/img/p/manhole/7cab4fbef67520a2aa892e78044ba411_l.png,https://local.pokemon.jp/manhole/desc/477/,477
長崎県/五島市（デンリュウ・モココ・メリープ）,32.641898,128.847861,長崎県,五島市,長崎県五島市野々切町1333-3,デンリュウ・モココ・メリープ,https://local.pokemon.jp/img/p/manhole/1fd094dccc46d6d5a016ab6fc88a5ebf_l.png,https://local.pokemon.jp/manhole/desc/478/,478
長崎県/西海市（デンリュウ・タイカイデン・トリトドン）,33.036768,129.637485,長崎県,西海市,長崎県西海市大島町1374-4,デンリュウ・タイカイデン・トリトドン,https://local.pokemon.jp/img/p/manhole/4543d040f87f6f6edbc37f69e73abde7_l.png,https://local.pokemon.jp/manhole/desc/479/,479
長崎県/波佐見町（デンリュウ・カイロス・ハッサム）,33.141048,129.910858,長崎県,波佐見町,長崎県波佐見町井石郷2255-2,デンリュウ・カイロス・ハッサム,https://local.pokemon.jp/img/p/manhole/273a40e9db77b08bc4a8aadd8d8f5d6d_l.png,https://local.pokemon.jp/manhole/desc/480/,480
